   6800.00    1066.61
   6863.66    1100.00
   6900.00    1118.24
   7000.00    1169.73
   7057.03    1200.00
   7100.00    1221.86
   7200.00    1273.98
   7248.69    1300.00
   7300.00    1326.31
   7400.00    1378.80
   7439.60    1400.00
   7500.00    1431.03
   7600.00    1483.62
   7630.72    1500.00
   7700.00    1535.47
   7800.00    1587.84
   7823.02    1600.00
   7900.00    1639.05
   8000.00    1690.87
   8017.55    1700.00
   8100.00    1741.20
   8200.00    1792.12
   8215.47    1800.00
   8300.00    1841.34
   8400.00    1891.01
   8418.15    1900.00
   8500.00    1938.93
   8600.00    1986.99
   8627.18    2000.00
   8700.00    2033.45
   8800.00    2079.56
   8844.54    2100.00
   8900.00    2124.43
   9000.00    2168.24
   9072.72    2200.00
   9100.00    2211.43
   9200.00    2252.64
   9300.00    2293.71
   9315.65    2300.00
   9400.00    2332.44
   9500.00    2370.39
   9579.35    2400.00
   9600.00    2407.38
   9700.00    2442.00
   9800.00    2475.89
   9873.20    2500.00
  12000.00    2500.00
  12000.00    -892.67
